id,title,author,publisher,comments
25157989,果麦经典：了凡四训（“我命由我不由天！”曾国藩、胡适、稻盛和夫推崇的生活方式手册；费勇教授精美译文）,袁了凡，译者费勇，果麦文化出品,三秦出版社,453159
23769597,波西和皮普7册经典套装(小小聪明豆系列绘本)0-4岁低幼启蒙情绪管理习惯养成绘本，引导宝宝认识接纳情绪培养好品质，发现快乐，体验成长！,（德）阿克塞尔・舍夫勒/绘,外语教学与研究出版社,367188
23978304,道德经 精装珍藏本,（春秋）老子；富强译 注，高高国际出品,作家出版社,53991
25283736,呼兰河传(《语文》推荐阅读丛书)人民文学出版社,萧红,人民文学出版社,247752
28555454,声律启蒙（国学启蒙经典系列。 全文注音+详尽注释+韵部略解+佳对赏析+对联常识，无需音韵基础，也能完全读懂）,张圣洁主编；闫立君、刘汛涛副主编,浙江教育出版社,41370
29308991,半小时漫画论语（孔子原来这么爱吐槽！看孔子和弟子们卖萌吐槽，人生哲理全学到！混子哥陈磊新作！）,陈磊・半小时漫画团队；读客文化出品,文汇出版社,74737
28521430,理解人性（成熟不是看懂事情，而是看透人性。）,(奥)阿德勒，文通天下出品,水利水电出版社,147534
28973579,万物小历史 和爸妈读万物科学简史 给孩子的万物科普绘本 成长,张玉光,北京联合出版有限公司,63162
29252928,半小时漫画世界史2（ 四大文明古国组团出道，为啥只剩中国屹立不倒？其实是一本严谨的极简世界史！混子哥新作！）,陈磊.半小时漫画团队；读客文化出品,北京日报出版社,42893
29148110,爷爷一定有办法（3-8岁）信谊世界精选图画书,[加]菲比·吉尔曼；宋珮译,明天出版社,196838
29174087,龙猫（宫崎骏代表作首次授权。吉卜力官方授权简体中文版绘本。）,宫崎骏原作，赵玉皎译，磨铁文化出品,北京联合出版有限公司,113412
29167684,心灵教科书绘本系列：西兰花先生的理发店（教会孩子：敢于打破常规思维，培养创新意识）北斗出品[3-6岁],[日]福田纯子/绘丁虹/译,海豚出版社,371836
29178448,中华人民共和国民法典（含司法解释）（32开大字条旨红皮烫金）2021年1月新版 团购电话：4001066666转6,中国法制出版社编,中国法治出版社,186883
29174468,难哄（高人气畅销书作家竹已温柔、治愈口碑代表作！《偷偷藏不住》姊妹篇。）,竹已，磨铁文化出品,江苏凤凰文艺出版社,49854
28981906,中国民间故事:田螺姑娘 欧洲民间故事:聪明的牧羊人 非洲民间故事 快乐读书吧五年级上册推荐阅读(中小学生课外阅读指导丛书)套装3册 彩插无障碍阅读 智慧熊图书,扬光编选，（意）伊塔洛卡尔维诺等，尚金格等编译,商务印书馆,118087
25172573,秘密 （日本读者票选东野作品第 2名，仅次于《白夜行》）,东野圭吾，新经典出品,南海出版公司,469300
23748591,学会爱自己（情绪管理篇）提升自控力、分辨力！不为坏人保守秘密，不随便顺从别人！学会保护自己，做对自己负责的主人,艾迪特・史莱博・维克（奥），达格玛・盖斯勒（德）,青岛出版社,194016
25124645,一园青菜成了精（国际安徒生奖提名画家熊亮作品，中国原创绘本经典，原汁原味的中国故事）,熊亮，果麦文化出品,天津人民出版社,196180
23774097,当我谈跑步时，我谈些什么（2015典藏版）,〔日〕村上春树  ，施小炜译，新经典出品,南海出版公司,243543
23806802,罪与罚 犯罪心理分析小说的大师级经典之作 世界名著典藏,"（俄）陀思妥耶夫斯基（),朱宪生、曾思艺译万亭文化出品",中央编译出版社,166495
29119836,暂坐（贾平凹废都后第二部都市题材长篇小说作家出版社）,贾平凹,作家出版社,83122
27907989,陪孩子走过小学六年（全新增订版）（新版）,刘称莲，磨铁文化出品,北京联合出版公司,170859
22854395,骆驼祥子 七年级下册推荐阅读 中小学生课外阅读指导丛书 无障碍阅读 彩插励志版 40万多名读者热评！,老舍,时代文艺出版社,469668
28513662,逛动物园是件正经事 向往的生活书单  自然感悟动物园里的博物学宝典知名媒体人张腾岳多家动物园园长联名推,花蚀,商务印书馆,84217
29200857,论中国共产党历史(普及本),习近平,中央文献出版社,14895
29206105,习近平新时代中国特色社会主义思想学习问答（小字本）,中共中央宣传部,学习出版社,13497
23312938,阿勒泰的角落（李娟成名作四色典藏版）,李娟，新经典出品,新星出版社,177399
28530936,地图上的全景世界史（精装全2册，画给孩子的世界历史绘本，适合6-15岁阅读，附赠音频历史课程）,魏新,山东省地图出版社,58741
29242261,如果历史是一群喵1-8（套装共8册）,肥志编绘，漫友文化出品,广东旅游出版社,52000
26492243,王阳明传：知行合一的心学圣人,燕山刀客,中国友谊出版公司,52254
26444901,爱的教育（孩子们都应该读一读的心灵读本，一本触及每一个孩子心灵深处的爱的教育。手绘精美插图）,（意）埃德蒙多`德`亚米契斯，刘月樵译，小当当童书馆出品,安徽教育出版社,44624
29294634,非常疑犯（“法医笔记”系列重磅新作。《时代周刊》报道的中国法医，根据追踪10年的连环杀人案写成。有声剧播放超1000万。）,红眸，真故图书出品,天津人民出版社,46694
28999904,半小时漫画中国哲学史（其实是一本严谨的极简中国哲学史！二混子新作！明明在看诸子百家掐架，看完却懂了中国哲学精华！）,陈磊.半小时漫画团队;读客文化出品,江苏凤凰文艺出版社,67365
22584137,中国历代政治得失 钱穆（新校本）,钱穆,九州出版社,218151
25236926,傅雷家书八年级下阅读！收录傅雷家人书信！呈现傅雷家书通信往来全貌。傅雷家人编纂！团购电话:4001066666转6,傅雷朱梅馥傅聪傅敏编,译林出版社,498857
23276506,四大名著套装 西游记 红楼梦 三国演义 水浒传 五年级下册快乐读书吧推荐阅读 青少版无障碍阅读 中小学生课外阅读指导丛书共4册 12万读者好评！,吴承恩，施耐庵，曹雪芹，罗贯中，,时代文艺出版社,188022
28532004,地心游记（银火箭少年科幻系列・第2辑，又译《地心历险记》，经典探险科幻小说，引发孩子对自然宇宙的思考）,［法］儒勒・凡尔纳陈筱卿译；小当当童书馆出品,民主与建设出版社,66190
28514296,兔子坡 彩图注音版 小学生一二三年级6-7-8-9岁课外阅读书籍世界经典儿童文学少儿名著童话故事书,[美]罗伯特・罗素，龚勋译,北京日报出版社,63785
23272232,当下的力量（珍藏版）,(德)埃克哈特.托利,中信出版社,211480
28977365,人体简史（你的记忆能被篡改！一部从头讲到脚、从里讲到外、从30亿年前讲到今天的人体百科全书！）,(英)比尔・布莱森;读客文化出品,文汇出版社,81903
26924156,暖房子・屁屁侦探系列（套装共6册）,Troll,北京联合出版有限公司,137929
28551850,一只想飞的猫 陈伯吹童话专集（中国儿童文学大赏）二年级上册快乐读书吧推荐书目彩图美绘版儿童文学8-9-10-12岁青少年世界名著童话故事书小学生三四五六年级课外阅读书籍,陈伯吹,天地出版社,49014
25122002,茶花女（令北大中文系教授袁行霈先生“潸然泪下”的爱情悲剧）,［法］小仲马李玉民译,西安交通大学出版社,63269
26516309,张爱玲全集02：红玫瑰与白玫瑰（精装典藏版）,张爱玲 ，新经典出品,北京十月文艺出版社,306035
29138967,夜航船（读过《夜航船》，灵魂才有趣！贾平凹、余秋雨推崇阅读),(明)张岱，知书达礼出品,台海出版社,43683
28519501,十二生肖的故事――首届丰子恺儿童图画书奖得主  赖马作品！,文/图：赖马，启发童书馆出品,河北教育出版社,221405
29197120,克拉拉与太阳（比尔・盖茨2021年度书单，诺贝尔文学奖得主石黑一雄新书）,【英】石黑一雄宋佥译,上海译文出版社,78832
25267186,艾青诗选（《语文》推荐阅读丛书 人民文学出版社）,王晓编选,人民文学出版社,306749
29197729,人间好玩（“八旬”蔡澜的人生智慧书。汪涵、大张伟赞赏的“师傅”，薛兆丰在《奇葩说》感人推荐）,"蔡澜,博集天卷出品",湖南文艺出版社,83655
28970991,人生由我：马斯克妈妈自传，比“硅谷钢铁侠”埃隆・马斯克更酷的硬核母亲。励志版“向前一步”,[加]梅耶・马斯克（MayeMusk） ，代晓译,中信出版社,151890
25282009,岩井俊二：情书（2018精装版）,（日）岩井俊二,南海出版公司,172926
28495392,草原上的小木屋 国际大奖儿童文学美绘典藏版小说8-9-10-12岁儿童文学小学生三四五六年级课外阅读书籍青少年世界名著童话故事书,罗兰・英格斯・怀德,北京日报出版社,91164
27891506,金字塔原理大全集（共2册）（思考表达和解决问题的逻辑，“抖音同款”麦肯锡40年经典培训教材）,芭芭拉・明托  ，新经典出品,南海出版公司,149386
28480229,数学帮帮忙（全25册+导读手册）超值礼盒装 （多功能数学绘本，清华附小公开课指定用书！小学数学学习）,（美）达芙妮・斯金纳,新蕾出版社,381010
28548194,国富论（上下册）（全译本、无删节本、畅读本，附有概念导图）,（英）亚当・斯密，孙善春李春长译,河南大学出版社,46994
29133297,饮食术（风靡日本的科学饮食教科书，畅销日本80万册，资深医学博士亲授正确饮食术，送给每个人的控糖、减脂健康忠告）,（日）牧田善二,中国中医药出版社,79714
23629505,有故事的汉字 第1辑（全3册）彩色印刷，图文并茂，详细诠释汉字的根与源，汉字的形与意,邱昭瑜,青岛出版社,222937
22781388,思考，快与慢（团购电话400-106-6666转6）,(美)丹尼尔・卡尼曼,中信出版社,356567
29217984,屁屁侦探桥梁书推理版 第一辑套装（精装4册）,(日)Troll文/图，彭懿译,二十一世纪出版社,104698
28476379,给青年的十二封信（语文教材“名著导读”经典・八年级下。大语文理念打造：思维导图+详细注释+知识拓展+彩色插图）,朱光潜,时代文艺出版社,41268
29128303,半小时漫画经济学系列（共4册）（用特别有趣的方式，讲清楚特别艰深的经济学原理。混子哥新作！）新老版随机发货,陈磊.半小时漫画团队;读客文化出品,海南出版社,292452
28558256,长安客（《狂飙》高启强扮演者张颂文推荐，大唐版《人类群星闪耀时》，李白、杜甫、王维、白居易、元稹等八位诗人的命运特写）,北溟鱼，果麦文化出品,天津人民出版社,228103
25141585,西游记（上下册）七年级上 名著阅读课程化丛书 导读版 人民教育出版社,（明）吴承恩,人民教育出版社,277925
24228858,小橘灯（也作《小桔灯》，一部以“爱美善”为主题的冰心美文集）,冰心,浙江工商大学出版社,39213
29303678,半小时漫画党史1921―1949（针对青少年研发，给孩子们讲党的故事！严肃活泼的极简漫画党史！）（半小时漫画系列）,"上海人民出版社,半小时漫画团队编绘；吴波撰；读客文化出品",上海人民出版社,49
27889594,从你的全世界路过：修订本（一本张嘉佳创作的、让所有人心动的睡前故事。）,"张嘉佳,博集天卷出品",湖南文艺出版社,1218644
29247608,半小时漫画科学史系列（全3册）（从地心说到相对论，半小时读懂人类如何从蒙昧走向理性）新老版随机发货,陈磊・半小时漫画团队；读客文化出品,文汇出版社,170258
29175935,西西弗神话 加缪之女亲笔推荐版！蒲熠星、罗翔推荐!曾经我也觉得人生没有意义，直到西西弗告诉我人生真谛！诺奖得主加缪作品,(法)阿尔贝.加缪;读客文化出品,江苏凤凰文艺出版社,58570
29125207,逻辑学入门：清晰思考、理性生活的88个逻辑学常识,格桑,中国纺织出版社,123820
29288001,李诞脱口秀工作手册（李诞分享创作经验！创意是智力活儿，也是体力活儿，归根结底是苦力活儿！）,李诞；读客文化出品,江苏凤凰文艺出版社,56184
25153817,爱你就像爱生命（五线谱情书珍藏版）,王小波，新经典出品,北京十月文艺出版社,77266
29139774,少有人走的路：心智成熟的旅程（白金升级版）,[美]M.斯科特・派克(M.ScottPeck)  ，译者：于海生严冬冬，正清出品,北京联合出版有限公司,280564
23978306,山海经 精装珍藏本 中国远古百科奇书，是地理方志亦是神话故事集 精装插图 名社新版,富强译 注，高高国际出品,作家出版社,108551
24228860,格列佛游记（语文教材“名著导读”经典・九年级下。未删节全译本，疑难字词注音注释）,"〔英〕乔纳森・斯威夫特,译者刘翔",浙江工商大学出版社,100547
29177219,男孩、鼹鼠、狐狸和马（奥斯卡获奖动画原著！当代《小王子》！）,查理・麦克西，新经典出品,北京联合出版有限公司,62595
